field_ID,total_cells,t0,t0_capped,t0_empty_cells,t2,t2_capped,t2_uncapped,t2_empty_cells,removal ,assay_score
198,,9:43:00 AM,47,,11:43:00 AM,42,,,,0.11
223,,9:38:00 AM,45,,11:38:00 AM,45,,,,0.00
222,,9:40:00 AM,49,,11:40:00 AM,22,,,,0.55
221,,9:43:00 AM,45,,11:43:00 AM,45,,,,0.00
216,,9:46:00 AM,45,,11:46:00 AM,33,,,,0.27
195,,9:48:00 AM,46,,11:48:00 AM,46,,,,0.00
194,,9:52:00 AM,46,,11:52:00 AM,46,,,,0.00
211,,9:57:00 AM,47,,11:57:00 AM,42,,,,0.11
228,,9:59:00 AM,47,,11:59:00 AM,15,,,,0.68
225,,9:57:00 AM,52,,11:57:00 AM,2,,,,0.96
224,,10:00:00 AM,50,,12:00:00 PM,49,,,,0.02
230,,10:03:00 AM,49,,12:03:00 PM,12,,,,0.76
229,,10:09:00 AM,49,,12:09:00 PM,18,,,,0.63
217,,10:05:00 AM,46,,12:05:00 PM,45,,,,0.02
218,,10:09:00 AM,46,,12:09:00 PM,46,,,,0.00
203,,10:13:00 AM,46,,12:13:00 PM,46,,,,0.00
202,,10:19:00 AM,47,,12:19:00 PM,45,,,,0.04
196,,10:14:00 AM,55,,12:14:00 PM,55,,,,0.00
197,,10:16:00 AM,48,,12:16:00 PM,47,,,,0.02
201,,10:18:00 AM,52,,12:18:00 PM,51,,,,0.02
200,,10:21:00 AM,48,,12:21:00 PM,47,,,,0.02
204,,10:24:00 AM,50,,12:24:00 PM,50,,,,0.00
205,,10:26:00 AM,54,,12:26:00 PM,54,,,,0.00
206,,10:25:00 AM,52,,12:25:00 PM,52,,,,0.00
207,,10:29:00 AM,51,,12:29:00 PM,51,,,,0.00
219,,10:33:00 AM,46,,12:33:00 PM,33,,,,0.28
220,,10:38:00 AM,36,,12:38:00 PM,36,,,,0.00
208,,10:30:00 AM,47,,12:30:00 PM,35,,,,0.26
209,,10:34:00 AM,43,,12:34:00 PM,26,,,,0.40
210,,10:37:00 AM,47,,12:37:00 PM,36,,,,0.23
215,,9:22:00 AM,48,,11:22:00 AM,33,,,,0.31
235,,1:57:00 AM,51,,3:57:00 AM,51,,,,0.00
234,,2:02:00 AM,47,,4:02:00 AM,47,,,,0.00
239,,2:06:00 AM,49,,4:06:00 AM,49,,,,0.00
233,,2:09:00 AM,44,,4:09:00 AM,42,,,,0.05
253,,1:58:00 AM,48,,3:58:00 AM,33,,,,0.31
250,,2:01:00 AM,45,,4:01:00 AM,45,,,,0.00
249,,2:04:00 AM,52,,4:04:00 AM,36,,,,0.31
252,,2:08:00 AM,47,,4:08:00 AM,47,,,,0.00
251,,2:11:00 AM,49,,4:11:00 AM,49,,,,0.00
248,,2:14:00 AM,54,,4:14:00 AM,48,,,,0.11
247,,2:18:00 AM,48,,4:18:00 AM,48,,,,0.00
236,,2:11:00 AM,52,,4:11:00 AM,22,,,,0.58
238,,2:17:00 AM,37,,4:17:00 AM,37,,,,0.00
237,,2:23:00 AM,49,,4:23:00 AM,47,,,,0.04
240,,2:24:00 AM,48,,4:24:00 AM,34,,,,0.29
245,,2:29:00 AM,39,,4:29:00 AM,33,,,,0.15
246,,2:32:00 AM,49,,4:32:00 AM,49,,,,0.00
244,,2:35:00 AM,54,,4:35:00 AM,24,,,,0.56
243,,2:40:00 AM,46,,4:40:00 AM,43,,,,0.07
242,,2:36:00 AM,46,,4:36:00 AM,46,,,,0.00
231,,2:33:00 AM,49,,4:33:00 AM,35,,,,0.29
232,,2:29:00 AM,50,,4:29:00 AM,24,,,,0.52
9,,,,,,,,,,
8,,,,,,,,,,
7,,,,,,,,,,
6,,,,,,,,,,
4,,,,,,,,,,
5,,,,,,,,,,
3,,,,,,,,,,
2,,,,,,,,,,
1,,,,,,,,,,
10,,,,,,,,,,
12,,,,,,,,,,
11,,,,,,,,,,
13,,,,,,,,,,
30,,,,,,,,,,
28,,,,,,,,,,
58,,,,,,,,,,
16,,,,,,,,,,
17,,,,,,,,,,
20,,,,,,,,,,
18,,,,,,,,,,
22,,,,,,,,,,
21,,,,,,,,,,
19,,,,,,,,,,
23,,,,,,,,,,
26,,,,,,,,,,
25,,,,,,,,,,
27,,,,,,,,,,
24,,,,,,,,,,
14,,,,,,,,,,
15,,,,,,,,,,
174,,9:24,48,,11:24,15,,,,0.69
175,,9:27,44,,11:27,41,,,,0.07
111,,9:31,40,,11:31,33,,,,0.18
86,,9:34,41,,11:34,37,,,,0.10
100,,9:37,41,,11:37,39,,,,0.05
108,,9:40,48,,11:40,44,,,,0.08
106,,9:42,45,,11:42,41,,,,0.09
88,,9:45,43,,11:45,33,,,,0.23
94,,9:49,43,,11:49,31,,,,0.28
110,,9:51,41,,11:51,33,,,,0.20
91,,9:59,38,,11:59,36,,,,0.05
126,,10:02,44,,12:02,32,,,,0.27
109,,10:05,40,,12:05,36,,,,0.10
116,,10:07,44,,12:07,41,,,,0.07
87,,10:09,40,,12:09,37,,,,0.08
167,,10:35,45,,12:35,44,,,,0.02
178,,10:38,47,,12:38,47,,,,0.00
168,,10:39,46,,12:39,40,,,,0.13
137,,10:41,45,,12:41,9,,,,0.80
135,,10:44,43,,12:44,42,,,,0.02
143,,10:46,43,,12:46,39,,,,0.09
170,,10:48,44,,12:48,31,,,,0.30
141,,10:51,48,,12:51,37,,,,0.23
154,,10:53,41,,12:53,32,,,,0.22
152,,10:55,44,,12:55,21,,,,0.52
140,,10:59,42,,12:59,2,,,,0.95
155,,11:02,42,,1:02,2,,,,0.95
158,,11:04,42,,1:04,5,,,,0.88
165,,11:08,44,,1:08,41,,,,0.07
164,,,,,,,,,,
142,,,,,,,,,,
BGrn1,,,,,,,,,,
ARed4,,,,,,,,,,
M818,,,,,,,,,,
T78-18A,,,,,,,,,,
T6,,,,,,,,,,
T78-18,,,,,,,,,,
T82,,,,,,,,,,
T78-18B,,,,,,,,,,
T6A,,,,,,,,,,
MB1A,,,,,,,,,,
B1-8T,,,,,,,,,,
MB1B,,,,,,,,,,
DRed0,,,,,,,,,,
M630,,,,,,,,,,
EYel-0,,,,,,,,,,
EYel+,,,,,,,,,,
M18,,,,,,,,,,
BX13K,,,,,,,,,,
B2H,,,,,,,,,,
BX13I,,,,,,,,,,
B2A,,,,,,,,,,
M19,,,,,,,,,,
B2B,,,,,,,,,,
B2C,,,,,,,,,,
M20,,,,,,,,,,
B2D,,,,,,,,,,
B2F,,,,,,,,,,
B2G,,,,,,,,,,
BX13O,,,,,,,,,,
M24,,,,,,,,,,
BX13N,,,,,,,,,,
BX13Q,,,,,,,,,,
BX13P,,,,,,,,,,
M25,,,,,,,,,,
M26,,,,,,,,,,
M28,,,,,,,,,,
M27,,,,,,,,,,
M21,,,,,,,,,,
BX13L,,,,,,,,,,
M23,,,,,,,,,,
BX13M,,,,,,,,,,
M22,,,,,,,,,,
BX13H,,,,,,,,,,
BX13G,,,,,,,,,,
M16,,,,,,,,,,
BX13F,,,,,,,,,,
BX13E,,,,,,,,,,
BX13C,,,,,,,,,,
M15,,,,,,,,,,
BX13B,,,,,,,,,,
M14,,,,,,,,,,
G17C,,,,,,,,,,
BX13A,,,,,,,,,,
M17,,,,,,,,,,
BX13D,,,,,,,,,,
G17B,,,,,,,,,,
G17K,,,,,,,,,,
M12,,,,,,,,,,
OW1,,,,,,,,,,
B2E,,,,,,,,,,
174,,,,,,,,,,
175,,,,,,,,,,
111,,,,,,,,,,
86,,,,,,,,,,
100,,,,,,,,,,
108,,,,,,,,,,
106,,,,,,,,,,
88,,,,,,,,,,
94,,,,,,,,,,
110,,,,,,,,,,
91,,,,,,,,,,
126,,,,,,,,,,
109,,,,,,,,,,
116,,,,,,,,,,
87,,,,,,,,,,
167,,,,,,,,,,
178,,,,,,,,,,
168,,,,,,,,,,
137,,,,,,,,,,
135,,,,,,,,,,
143,,,,,,,,,,
170,,,,,,,,,,
141,,,,,,,,,,
154,,,,,,,,,,
152,,,,,,,,,,
140,,,,,,,,,,
155,,,,,,,,,,
158,,,,,,,,,,
165,,,,,,,,,,
164,,,,,,,,,,
142,,,,,,,,,,
9,,,,,,,,,,
8,,,,,,,,,,
3,,,,,,,,,,
2,,,,,,,,,,
10,,,,,,,,,,
11,,,,,,,,,,
28,,,,,,,,,,
58,,,,,,,,,,
16,,,,,,,,,,
17,,,,,,,,,,
20,,,,,,,,,,
22,,,,,,,,,,
21,,,,,,,,,,
19,,,,,,,,,,
23,,,,,,,,,,
25,,,,,,,,,,
27,,,,,,,,,,
24,,,,,,,,,,
14,,,,,,,,,,
15,,,,,,,,,,
56Red,,,,,,,,,,
57Blue,,,,,,,,,,
51White,,,,,,,,,,
54White,,,,,,,,,,
53White,,,,,,,,,,
56White,,,,,,,,,,
55Red,,,,,,,,,,
51Blue,,,,,,,,,,
59Blue,,,,,,,,,,
56Blue,,,,,,,,,,
56White,,,,,,,,,,
59Green,,,,,,,,,,
53Blue,,,,,,,,,,
61Green,,,,,,,,,,
54Green,,,,,,,,,,
55Blue,,,,,,,,,,
52Blue,,,,,,,,,,
53Green,,,,,,,,,,
63White,,,,,,,,,,
62White,,,,,,,,,,
64White,,,,,,,,,,
59White,,,,,,,,,,
184,,,,,,,,,,
185,,,,,,,,,,
186,,,,,,,,,,
187,,,,,,,,,,
213,,,,,,,,,,
214,,,,,,,,,,
188,,,,,,,,,,
189,,,,,,,,,,
193,,,,,,,,,,
192,,,,,,,,,,
190,,,,,,,,,,
191,,,,,,,,,,
199,,,,,,,,,,
198,,,,,,,,,,
223,,,,,,,,,,
222,,,,,,,,,,
221,,,,,,,,,,
216,,,,,,,,,,
195,,,,,,,,,,
194,,,,,,,,,,
211,,,,,,,,,,
228,,,,,,,,,,
225,,,,,,,,,,
224,,,,,,,,,,
230,,,,,,,,,,
229,,,,,,,,,,
217,,,,,,,,,,
218,,,,,,,,,,
203,,,,,,,,,,
202,,,,,,,,,,
196,,,,,,,,,,
197,,,,,,,,,,
201,,,,,,,,,,
200,,,,,,,,,,
204,,,,,,,,,,
205,,,,,,,,,,
206,,,,,,,,,,
207,,,,,,,,,,
219,,,,,,,,,,
220,,,,,,,,,,
208,,,,,,,,,,
209,,,,,,,,,,
210,,,,,,,,,,
215,,,,,,,,,,
235,,,,,,,,,,
234,,,,,,,,,,
239,,,,,,,,,,
233,,,,,,,,,,
253,,,,,,,,,,
250,,,,,,,,,,
249,,,,,,,,,,
252,,,,,,,,,,
251,,,,,,,,,,
248,,,,,,,,,,
247,,,,,,,,,,
236,,,,,,,,,,
238,,,,,,,,,,
237,,,,,,,,,,
240,,,,,,,,,,
245,,,,,,,,,,
246,,,,,,,,,,
244,,,,,,,,,,
243,,,,,,,,,,
242,,,,,,,,,,
231,,,,,,,,,,
232,,,,,,,,,,
JackVQ1,,,,,,,,,,
JackVQ2,,,,,,,,,,
JackVQ3,,,,,,,,,,
JackVQ5,,,,,,,,,,
JackQC7,,,,,,,,,,
JackVQ8,,,,,,,,,,
VQ57-9,,,,,,,,,,
VQ57-10,,,,,,,,,,
VQ57-11,,,,,,,,,,
VQ57-12,,,,,,,,,,
VQ57-13,,,,,,,,,,
VQ57-14,,,,,,,,,,
VQ57-15,,,,,,,,,,
VQ57-16,,,,,,,,,,
VQ57-17,,,,,,,,,,
G221-18,,,,,,,,,,
VQ57-19,,,,,,,,,,
VQ57-20,,,,,,,,,,
VQ57-21,,,,,,,,,,
VQ57-22,,,,,,,,,,
VQ57-23,,,,,,,,,,
A1,,,,,,,,,,
A2,,,,,,,,,,
A3,,,,,,,,,,
A4,,,,,,,,,,
A5,,,,,,,,,,
A6,,,,,,,,,,
A7,,,,,,,,,,
A8,,,,,,,,,,
A9,,,,,,,,,,
A10,,,,,,,,,,
BGrn1,,,,,,,,,,
ARed4,,,,,,,,,,
M818,,,,,,,,,,
T78-18A,,,,,,,,,,
T6,,,,,,,,,,
T78-18,,,,,,,,,,
T82,,,,,,,,,,
T78-18B,,,,,,,,,,
T6A,,,,,,,,,,
MB1A,,,,,,,,,,
B1-8T,,,,,,,,,,
MB1B,,,,,,,,,,
G221,,,,,,,,,,
DRed0,,,,,,,,,,
M630,,,,,,,,,,
EYel-0,,,,,,,,,,
EYel+,,,,,,,,,,
184,,,,,,,,,,
185,,,,,,,,,,
187,,,,,,,,,,
213,,,,,,,,,,
188,,,,,,,,,,
189,,,,,,,,,,
192,,,,,,,,,,
190,,,,,,,,,,
191,,,,,,,,,,
199,,,,,,,,,,
198,,,,,,,,,,
223,,,,,,,,,,
222,,,,,,,,,,
221,,,,,,,,,,
216,,,,,,,,,,
195,,,,,,,,,,
194,,,,,,,,,,
211,,,,,,,,,,
228,,,,,,,,,,
225,,,,,,,,,,
224,,,,,,,,,,
230,,,,,,,,,,
229,,,,,,,,,,
203,,,,,,,,,,
196,,,,,,,,,,
201,,,,,,,,,,
200,,,,,,,,,,
204,,,,,,,,,,
205,,,,,,,,,,
206,,,,,,,,,,
220,,,,,,,,,,
208,,,,,,,,,,
209,,,,,,,,,,
210,,,,,,,,,,
215,,,,,,,,,,
235,,,,,,,,,,
239,,,,,,,,,,
233,,,,,,,,,,
250,,,,,,,,,,
249,,,,,,,,,,
251,,,,,,,,,,
248,,,,,,,,,,
247,,,,,,,,,,
236,,,,,,,,,,
238,,,,,,,,,,
237,,,,,,,,,,
245,,,,,,,,,,
244,,,,,,,,,,
243,,,,,,,,,,
83,,11:36:00 AM,43,5,1:38:00 AM,43,5,,,0.00
62,,11:42:00 AM,51,0,1:42:00 AM,51,0,,,0.00
39,,11:48:00 AM,51,3,1:48:00 AM,50,4,,,0.02
040/006,,11:54:00 AM,43,0,1:54:00 AM,43,0,,,0.00
52,,12:00:00 PM,48,3,2:00:00 AM,48,3,,,0.00
85,,12:09:00 PM,39,5,2:09:00 AM,39,5,,,0.00
38,,12:20:00 PM,45,2,2:20:00 AM,43,4,,,0.04
37,,12:27:00 PM,51,0,2:27:00 AM,50,0,,,0.02
35,,12:33:00 PM,47,2,2:33:00 AM,44,5,,,0.06
34,,12:38,54,1,2:38:00 AM,53,1,,,0.02
89,,12:50:00 PM,49,0,2:50:00 AM,36,13,,,0.27
33,,12:57:00 PM,47,2,2:57:00 AM,47,2,,,0.00
101,,1:11:00 AM,52,0,3:11:00 AM,52,0,,,0.00
24,,1:25:00 AM,51,3,3:25:00 AM,50,4,,,0.02
69,,1:35:00 AM,53,1,3:35:00 AM,53,1,,,0.00
45,,1:53:00 AM,48,1,3:53:00 AM,48,1,,,0.00
77,,11:30:00 AM,47,0,1:30:00 AM,46,1,,,0.02
42,,11:32:00 AM,45,0,1:32:00 AM,45,0,,,0.00
76,,11:37:00 AM,47,1,1:37:00 AM,33,15,,,0.30
81,,11:42:00 AM,48,1,1:42:00 AM,48,1,,,0.00
87,,11:47:00 AM,48,1,1:47:00 AM,47,2,,,0.02
51,,11:50:00 AM,49,3,1:50:00 AM,32,17,,,0.35
60,,11:53:00 AM,43,1,1:53:00 AM,0,44,,,1.00
64,,11:58:00 AM,50,0,1:58:00 AM,12,38,,,0.76
61,,12:02:00 PM,47,1,2:02:00 AM,47,1,,,0.00
59,,12:07:00 PM,42,12,2:07:00 AM,42,12,,,0.00
46,,12:09:00 PM,50,0,2:09:00 AM,33,17,,,0.34
47,,12:16:00 PM,47,1,2:16:00 AM,46,2,,,0.02
65,,12:21:00 PM,43,5,2:21:00 AM,42,6,,,0.02
74,,12:25:00 PM,55,0,2:25:00 AM,54,1,,,0.02
57,,12:29:00 PM,40,2,2:29:00 AM,37,5,,,0.08
68,,12:33:00 PM,54,0,2:33:00 AM,54,0,,,0.00
73,,12:37:00 PM,46,1,2:37:00 AM,44,3,,,0.04
70,,12:42:00 PM,44,7,2:42:00 AM,36,7,,,0.18
53,,12:47:00 PM,55,0,2:47:00 AM,55,0,,,0.00
78,,12:51:00 PM,47,0,2:51:00 AM,44,3,,,0.06
54,,12:57:00 PM,51,0,2:57:00 AM,51,0,,,0.00
44,,1:02:00 AM,40,9,3:02:00 AM,35,14,,,0.13
Y039,,9:29:00 AM,52,0,11:29:00 AM,52,0,,,0.00
Y042,,9:32:00 AM,53,0,11:32:00 AM,52,1,,,0.02
Y013,,9:38:00 AM,47,5,11:38:00 AM,47,5,,,0.00
Y040,,9:42:00 AM,49,0,11:42:00 AM,49,0,,,0.00
Y014,,9:51:00 AM,52,1,11:51:00 AM,48,4,,,0.08
Y029,,9:54:00 AM,47,0,11:56:00 AM,47,0,,,0.00
Y024,,9:59:00 AM,52,0,12:03:00 PM,52,0,,,0.00
Y034,,10:07:00 AM,45,5,12:10:00 PM,44,6,,,0.02
Y003,,10:17:00 AM,50,4,12:17:00 PM,1,53,,,0.98
Y009,,10:22:00 AM,50,3,12:22:00 PM,50,3,,,0.00
Y047,,11:06:00 AM,51,0,1:07:00 AM,51,0,,,0.00
Y088,,11:10:00 AM,48,1,1:10:00 AM,48,1,,,0.00
Y022,,11:14:00 AM,49,3,1:14:00 AM,48,4,,,0.02
Y052,,11:19:00 AM,48,6,1:19:00 AM,48,6,,,0.00
Y089,,11:22,48,0,1:22:00 AM,15,33,,,0.69
Y084,,11:26:00 AM,56,0,1:26:00 AM,56,0,,,0.00
Y067,,11:28:00 AM,52,0,1:28:00 AM,52,0,,,0.00
Y087,,11:34:00 AM,51,1,1:34:00 AM,49,3,,,0.04
Y090,,11:41:00 AM,52,0,1:41:00 AM,52,0,,,0.00
BX13HD,,9:43:00 AM,47,0,11:43:00 AM,46,1,,,0.02
M4H1,,9:46:00 AM,47,0,11:46:00 AM,47,0,,,0.00
BN1,,9:49:00 AM,53,0,11:49:00 AM,13,40,,,0.75
BN8,,9:53:00 AM,47,4,11:53:00 AM,46,1,,,0.02
M4H2,,9:55:00 AM,56,0,11:55:00 AM,56,0,,,0.00
3B16,,9:58:00 AM,51,0,11:58:00 AM,50,1,,,0.02
BX13MH,,10:02:00 AM,47,3,12:02:00 PM,43,4,,,0.09
M24,,10:10:00 AM,55,0,12:11:00 PM,55,0,,,0.00
4R15D,,10:10:00 AM,53,2,12:10:00 PM,50,3,,,0.06
BX13C,,10:12:00 AM,52,0,12:12:00 PM,50,2,,,0.04
M4B,,10:37:00 AM,46,3,12:37:00 PM,43,3,,,0.07
BN32,,10:21:00 AM,47,1,12:21:00 PM,45,2,,,0.04
BN46,,10:26:00 AM,46,0,12:26:00 PM,9,37,,,0.80
G17K,,10:32:00 AM,42,3,12:32:00 PM,1,41,,,0.98
B2H,,10:35:00 AM,51,0,12:35:00 PM,49,2,,,0.04
4VQ6,,10:42:00 AM,48,4,12:42:00 PM,31,17,,,0.35
Q51,,10:44:00 AM,54,0,12:44:00 PM,54,0,,,0.00
Q52,,10:47:00 AM,49,1,12:47:00 PM,48,1,,,0.02
Q53,,10:53:00 AM,38,15,12:53:00 PM,38,0,,,0.00
3R3Y,,10:58:00 AM,50,4,12:58:00 PM,42,8,,,0.16
85,,11:02:00 AM,47,,1:02:00 PM,16,31,,,0.66
62,,11:10:00 AM,46,,1:10:00 PM,46,0,,,0.00
45,,11:18:00 AM,51,,1:18:00 PM,51,0,,,0.00
39,,11:24:00 AM,46,,1:24:00 PM,46,0,,,0.00
006/40,,11:30:00 AM,53,,1:30:00 PM,46,7,,,0.13
52,,11:34:00 AM,51,,1:34:00 PM,10,41,,,0.80
64,,11:49:00 AM,52,,1:49:00 PM,50,2,,,0.04
60,,11:56:00 AM,50,,1:56:00 PM,26,24,,,0.48
38,,12:04:00 PM,54,,2:04:00 PM,54,0,,,0.00
37,,12:10:00 PM,52,,2:10:00 PM,50,2,,,0.04
35,,12:19:00 PM,50,,2:19:00 PM,21,29,,,0.58
34,,12:28:00 PM,49,,2:28:00 PM,35,14,,,0.29
89,,12:36:00 PM,47,,2:36:00 PM,31,16,,,0.34
33,,12:41:00 PM,52,,2:41:00 PM,9,43,,,0.83
102,,1:09:00 PM,47,,3:09:00 PM,10,37,,,0.79
77,,11:17:00 AM,43,,1:17:00 PM,18,25,,,0.58
42,,11:24:00 AM,44,,1:25:00 PM,7,37,,,0.84
81,,11:33:00 AM,50,,1:33:00 PM,50,0,,,0.00
65,,11:42:00 AM,52,,1:42:00 PM,50,2,,,0.04
74,,11:48:00 AM,54,,1:48:00 PM,54,0,,,0.00
73,,11:53:00 AM,51,,1:53:00 PM,51,0,,,0.00
63,,11:59:00 AM,52,,1:59:00 PM,51,1,,,0.02
53,,12:05:00 PM,49,,2:05:00 PM,46,3,,,0.06
87,,12:13:00 PM,38,,2:13:00 PM,16,22,,,0.58
41,,12:22:00 PM,41,,2:22:00 PM,21,20,,,0.49
44,,12:32:00 PM,44,,2:32:00 PM,29,15,,,0.34
215,,10:22:00 AM,49,,12:22 PM,46,3,,,0.06
192,,10:36:00 AM,53,,12:36 PM,20,33,,,0.62
190,,10:34:00 AM,42,,12:34 PM,17,25,,,0.60
213,,10:50:00 AM,51,,12:50 PM,1,50,,,0.98
188,,10:49:00 AM,45,,12:49 PM,44,1,,,0.02
222,,10:58:00 AM,48,,12:58 PM,31,17,,,0.35
191?,,10:59:00 AM,48,,12:59 PM,18,30,,,0.63
198,,11:10:00 AM,49,,1:10 PM,37,12,,,0.24
191,,11:11:00 AM,51,,1:11 PM,9,42,,,0.82
211,,11:20:00 AM,47,,1:20 PM,34,13,,,0.28
195,,11:28:00 AM,42,,1:28 PM,40,2,,,0.05
228,,11:36:00 AM,48,,1:36 PM,10,38,,,0.79
194,,11:43:00 AM,49,,1:43 PM,49,0,,,0.00
223,,10:50:00 AM,51,,12:50 PM,50,1,,,0.02
230,,10:56:00 AM,48,,12:56 PM,48,0,,,0.00
242,,11:01:00 AM,46,,1:01 PM,46,0,,,0.00
243,,11:07:00 AM,49,,1:07 PM,29,20,,,0.41
245,,11:14:00 AM,49,,1:14 PM,48,1,,,0.02
224,,11:23:00 AM,51,,1:23 PM,49,2,,,0.04
248,,11:30:00 AM,47,,1:30 PM,22,25,,,0.53
249,,11:35:00 AM,43,,1:35 PM,30,13,,,0.30
235,,11:42:00 AM,44,,1:42 PM,42,2,,,0.05
235?,,11:49:00 AM,42,,1:49 PM,9,33,,,0.79
244,,11:54:00 AM,46,,1:54 PM,37,9,,,0.20
230?,,12:00:00 PM,48,,2:00 PM,13,35,,,0.73
251,,12:07:00 PM,50,,2:07 PM,31,19,,,0.38
250,,12:18:00 PM,44,,2:18 PM,44,0,,,0.00
239,,12:25:00 PM,47,,2:25 PM,47,0,,,0.00
233,,12:31:00 PM,51,,2:31 PM,49,2,,,0.04
215,,,,,,,,,,
192,,,,,,,,,,
190,,,,,,,,,,
213,,,,,,,,,,
188,,,,,,,,,,
222,,,,,,,,,,
191?,,,,,,,,,,
198,,,,,,,,,,
191,,,,,,,,,,
211,,,,,,,,,,
195,,,,,,,,,,
228,,,,,,,,,,
194,,,,,,,,,,
185,,,,,,,,,,
223,,,,,,,,,,
230,,,,,,,,,,
242,,,,,,,,,,
243,,,,,,,,,,
245,,,,,,,,,,
224,,,,,,,,,,
248,,,,,,,,,,
249,,,,,,,,,,
235,,,,,,,,,,
235?,,,,,,,,,,
244,,,,,,,,,,
230?,,,,,,,,,,
251,,,,,,,,,,
250,,,,,,,,,,
239,,,,,,,,,,
233,,,,,,,,,,
85,,,,,,,,,,
45,,,,,,,,,,
64,,,,,,,,,,
60,,,,,,,,,,
35,,,,,,,,,,
34,,,,,,,,,,
33,,,,,,,,,,
102,,,,,,,,,,
81,,,,,,,,,,
63,,,,,,,,,,
87,,,,,,,,,,
191?,,,,,,,,,,
222,,,,,,,,,,
215,,,,,,,,,,
195,,,,,,,,,,
191,,,,,,,,,,
194,,,,,,,,,,
242,,,,,,,,,,
251,,,,,,,,,,
249,,,,,,,,,,
239,,,,,,,,,,
224,,,,,,,,,,
230,,,,,,,,,,
248,,,,,,,,,,
